Product id,Part Number,"A (A=About, G=Generate, C=Customd, D=don�t touch)",Description,Highest similarity percentage,duplicates
58217,1336E-B075-AE-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 56 (75) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",98.24561404,
15111,1336E-B075-AN-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 75 horsepower,,
58226,1336E-B075-AN-EN-HA2-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 56 (75) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.19121447,
58214,1336E-B100-AA-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",98.98989899,
58146,1336E-B100-AE-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",,3
58290,1336E-B100-AE-EN-GM1-HA2-LBE,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",,3
58209,1336E-B100-AE-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",98.25436409,
58134,1336E-B100-AN-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,2
58289,1336E-B100-AN-EN-GM1-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 75 (100) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.20051414,
58137,1336E-B125-AA-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 93 (125) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,2
58248,1336E-B125-AA-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 93 (125) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",98.21882952,
58296,1336E-B125-AN-EN-GM1-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 93 (125) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.20051414,
58136,1336E-B150-AN-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 112 (150) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,2
58295,1336E-B150-AN-EN-GM1-HA1-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 112 (150) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,2
58238,1336E-B200-AA-EN-GM1-HA2,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 149 (200) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",97.48743719,
58145,1336E-B250-AE-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 187 (250) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",,2
58211,1336E-B250-AE-EN-HA2-L4,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC unit with 187 (250) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",95.45454545,
15112,1336E-BRF05-AA-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.5 horsepower,,
15113,1336E-BRF05-AA-EN-HA2-L7E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.5 horsepower,,
15114,1336E-BRF05-AA-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.5 horsepower,,
58170,1336E-BRF07-AA-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",98.63013699,
15115,1336E-BRF07-AA-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.75 horsepower,,
58169,1336E-BRF07-AN-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.61751152,
15116,1336E-BRF07-AN-EN-HA2-L7E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.75 horsepower,,
15117,1336E-BRF07-AN-EN-L6,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 0.75 horsepower,,
15122,1336E-BRF100-AA-EN,G,"The 1336E-BRF100-AA-EN is a product of Allen-Bradley that belongs to the bulletin 1336 Impact adjustable frequency AC Drive. It has a rated Input voltage of 380 - 480VAC, 3 Phase or 513±620VDC with an output power of 10.0 Horsepower and NEMA 1 / IP20 protection rating.",98.53479853,
58207,1336E-BRF100-AA-EN3-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",98.84526559,
15123,1336E-BRF100-AA-EN-HA1-L4,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 10 horsepower,,
58275,1336E-BRF100-AA-EN-HA2-L5,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
58258,1336E-BRF100-AA-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
58285,1336E-BRF100-AA-EN-HA2-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
15124,1336E-BRF100-AA-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 10 horsepower,,
58282,1336E-BRF100-AA-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
58194,1336E-BRF100-AA-EN-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
58208,1336E-BRF100-AA-EN-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,7
15125,1336E-BRF100-AA-EN-L9E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 10 horsepower,,
15126,1336E-BRF100-AE-EN,G,"The 1336E-BRF100-AE-EN is a product of Allen-Bradley that belongs to the bulletin 1336 Impact adjustable frequency AC Drive. It has a rated Input voltage of 380 - 480VAC, 3 Phase or 513±620VDC with an output power of 10.0 Horsepower and NEMA 1 / IP20 / EMC protection rating.",98.90909091,
58174,1336E-BRF100-AN-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,3
15127,1336E-BRF100-AN-EN4,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 10 horsepower,,
58274,1336E-BRF100-AN-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,3
58283,1336E-BRF100-AN-EN-HAP-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 7.5 (10) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.83449883,
15118,1336E-BRF10-AA-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1 horsepower,,
58249,1336E-BRF10-AA-EN-HA2-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,3
58278,1336E-BRF10-AA-EN-HA2-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,3
58281,1336E-BRF10-AA-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",99.07834101,
15119,1336E-BRF10-AN-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1 horsepower,,
58237,1336E-BRF10-AN-EN-HA2-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
15120,1336E-BRF10-AN-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1 horsepower,,
58277,1336E-BRF10-AN-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
58236,1336E-BRF10-AN-EN-HAP-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
58276,1336E-BRF10-AN-EN-HAP-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 0.75 (1) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",99.06976744,
15121,1336E-BRF10-AN-EN-L6,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1 horsepower,,
15128,1336E-BRF15-AA-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1.5 horsepower,,
58273,1336E-BRF15-AA-EN-HA1-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.2 (1.5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,2
58251,1336E-BRF15-AA-EN-HA2-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.2 (1.5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",99.09090909,
15129,1336E-BRF15-AA-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1.5 horsepower,,
58160,1336E-BRF15-AE-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.2 (1.5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",,2
58253,1336E-BRF15-AE-EN-HA2-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.2 (1.5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",98.64253394,
15130,1336E-BRF15-AN-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1.5 horsepower,,
15131,1336E-BRF15-AN-EN-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 1.5 horsepower,,
58193,1336E-BRF15-AN-EN-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.2 (1.5) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.61111111,
15132,1336E-BRF20-AA-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 2 horsepower,,
58235,1336E-BRF20-AA-EN-HA1-L4,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,4
58234,1336E-BRF20-AA-EN-HA1-L5,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,4
58272,1336E-BRF20-AA-EN-HA1-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,4
58271,1336E-BRF20-AA-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",98.61751152,
15133,1336E-BRF20-AE-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 2 horsepower,,
15134,1336E-BRF20-AN-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 2 horsepower,,
58229,1336E-BRF20-AN-EN-HA2-L4,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,3
58270,1336E-BRF20-AN-EN-HAP-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,3
58200,1336E-BRF20-AN-EN-L7E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 1.5 (2) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.60465116,
58168,1336E-BRF30-AA-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,2
15135,1336E-BRF30-AA-EN-HA2-L8E,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 3 horsepower,,
58269,1336E-BRF30-AA-EN-HA2-L9E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",99.08256881,
15136,1336E-BRF30-AE-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 2 horsepower,,
58259,1336E-BRF30-AE-EN-HA1-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) NEMA 1 (IP20)/EMC enclosure. This unit is in the English/English language.</p>
",98.63636364,
58171,1336E-BRF30-AN-EN,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
58268,1336E-BRF30-AN-EN-HA2-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
58177,1336E-BRF30-AN-EN-L5,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",,4
58199,1336E-BRF30-AN-EN-L8E,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 2.2 (3) kilowatts(horsepower) and has a(n) Open (IP00) enclosure. This unit is in the English/English language.</p>
",98.59813084,
15137,1336E-BRF50-AA-EN,G,Allen-Bradley 1336 Impact Drive with 380-480V AC input voltage and a power rating of 5 horsepower,,
58206,1336E-BRF50-AA-EN4-HA2,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 3.7 (5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",99.08256881,
58223,1336E-BRF50-AA-EN-HA1-L6,G,"<p>This 1336 PLUS II Adjustable Frequency AC drive is a 380-480VAC or 513&plusmn;620VDC unit with 3.7 (5) kilowatts(horsepower) and has a(n) NEMA 1 (IP20) enclosure. This unit is in the English/English language.</p>
",,10
